 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
251,fields:fld0179,2.000E1,7.100E1,3.285E1,1.500E1,1.500E1,1.260E2,1.915E2,6.710E2,1.916E2,6.710E2,1.566E1,5.642E0,4.514E0,0.000E0,1.000E0,6.403E0,1.420E3,7.300E1,1.420E3,1.790E2,1.890E2,6.690E2,1.413E2,4.000E0,1.250E0,8.000E-1,1.000E0
252,fields:fld0180,2.700E1,7.026E1,4.282E1,2.500E1,1.300E1,1.410E2,1.649E3,3.088E2,1.649E3,3.092E2,1.956E1,6.669E0,5.155E0,4.619E1,8.872E-1,7.616E0,1.897E3,6.500E1,1.897E3,1.800E2,1.645E3,3.100E2,2.320E1,6.000E0,1.294E0,7.731E-1,8.182E-1
253,fields:fld0180,1.900E1,8.100E1,4.197E1,2.400E1,2.400E1,1.470E2,8.663E2,1.428E3,8.664E2,1.428E3,1.473E1,5.301E0,4.564E0,4.500E1,1.000E0,5.831E0,1.539E3,8.400E1,1.539E3,1.800E2,8.640E2,1.430E3,3.096E1,4.950E0,1.161E0,8.610E-1,8.837E-1
254,fields:fld0181,2.500E1,7.196E1,4.334E1,1.400E1,1.400E1,1.400E2,1.699E3,2.164E2,1.699E3,2.167E2,1.931E1,6.119E0,5.202E0,2.849E1,8.422E-1,7.211E0,1.799E3,7.100E1,1.799E3,1.810E2,1.696E3,2.180E2,3.369E1,5.000E0,1.176E0,8.503E-1,8.929E-1
255,fields:fld0181,2.200E1,7.705E1,4.264E1,1.600E1,1.600E1,1.370E2,8.892E2,1.511E3,8.894E2,1.511E3,1.614E1,5.674E0,4.937E0,4.655E0,1.000E0,6.403E0,1.695E3,8.300E1,1.695E3,1.810E2,8.870E2,1.513E3,3.866E1,5.000E0,1.149E0,8.701E-1,8.627E-1
256,fields:fld0184,2.000E1,7.050E1,3.748E1,1.800E1,1.300E1,1.330E2,1.289E2,7.928E2,1.291E2,7.928E2,1.697E1,5.577E0,4.566E0,5.644E1,8.727E-1,6.325E0,1.410E3,7.000E1,1.410E3,1.840E2,1.260E2,7.940E2,1.843E1,4.950E0,1.222E0,8.186E-1,8.000E-1
257,fields:fld0185,2.500E1,7.808E1,3.851E1,1.330E2,1.600E1,1.370E2,8.541E2,1.113E3,8.542E2,1.113E3,1.814E1,6.286E0,5.064E0,1.155E2,9.545E-1,7.211E0,1.952E3,8.700E1,1.952E3,1.850E2,8.520E2,1.110E3,1.237E2,5.657E0,1.241E0,8.057E-1,8.475E-1
258,fields:fld0186,2.300E1,7.617E1,4.234E1,9.400E1,1.200E1,1.370E2,1.232E3,5.322E2,1.233E3,5.323E2,1.731E1,5.863E0,4.995E0,1.266E1,9.642E-1,6.708E0,1.752E3,7.900E1,1.752E3,1.860E2,1.229E3,5.330E2,2.657E1,5.000E0,1.174E0,8.519E-1,8.846E-1
259,fields:fld0187,2.400E1,8.204E1,3.547E1,9.700E1,2.400E1,1.310E2,1.127E3,9.121E2,1.127E3,9.121E2,1.756E1,5.945E0,5.140E0,1.108E2,9.785E-1,6.708E0,1.969E3,8.900E1,1.969E3,1.870E2,1.126E3,9.090E2,1.166E2,5.657E0,1.157E0,8.645E-1,8.421E-1
260,fields:fld0187,2.200E1,8.236E1,4.306E1,1.600E1,1.600E1,1.450E2,1.220E3,9.419E2,1.220E3,9.420E2,1.673E1,5.893E0,4.754E0,3.553E0,9.880E-1,6.708E0,1.812E3,8.900E1,1.812E3,1.870E2,1.217E3,9.440E2,2.657E1,5.000E0,1.240E0,8.067E-1,8.627E-1
261,fields:fld0188,2.100E1,7.605E1,3.624E1,1.500E1,1.500E1,1.310E2,8.869E1,7.186E2,8.887E1,7.189E2,1.590E1,5.328E0,5.018E0,1.103E2,1.000E0,6.403E0,1.597E3,8.000E1,1.597E3,1.880E2,8.700E1,7.160E2,1.287E2,5.000E0,1.062E0,9.418E-1,9.130E-1
262,fields:fld0188,2.300E1,8.078E1,3.637E1,1.220E2,2.700E1,1.430E2,3.187E2,1.566E3,3.188E2,1.565E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.858E3,7.900E1,1.858E3,1.880E2,3.170E2,1.563E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
263,fields:fld0189,2.400E1,6.529E1,3.933E1,7.400E1,1.300E1,1.260E2,4.948E2,2.296E2,4.950E2,2.297E2,1.673E1,6.111E0,5.001E0,1.604E2,1.000E0,6.708E0,1.567E3,7.400E1,1.567E3,1.890E2,4.920E2,2.280E2,1.534E2,5.000E0,1.222E0,8.184E-1,9.057E-1
264,fields:fld0189,2.800E1,7.225E1,4.205E1,1.400E1,1.200E1,1.360E2,1.541E3,9.251E2,1.541E3,9.252E2,1.897E1,6.504E0,5.481E0,1.502E2,9.777E-1,7.616E0,2.023E3,8.600E1,2.023E3,1.890E2,1.537E3,9.240E2,1.568E2,6.000E0,1.187E0,8.427E-1,8.358E-1
265,fields:fld0191,2.500E1,8.108E1,4.250E1,1.600E1,1.600E1,1.420E2,1.275E3,6.597E2,1.275E3,6.597E2,1.731E1,6.122E0,5.200E0,1.739E2,1.000E0,6.708E0,2.027E3,8.100E1,2.027E3,1.910E2,1.272E3,6.580E2,1.534E2,5.000E0,1.177E0,8.494E-1,9.259E-1
266,fields:fld0192,2.300E1,7.978E1,3.874E1,6.100E1,1.500E1,1.320E2,1.327E3,8.547E2,1.327E3,8.548E2,1.673E1,5.757E0,5.087E0,1.107E2,1.000E0,6.403E0,1.835E3,9.200E1,1.835E3,1.920E2,1.325E3,8.520E2,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
267,fields:fld0194,2.200E1,7.845E1,4.145E1,2.600E1,1.800E1,1.390E2,1.348E3,1.173E2,1.348E3,1.175E2,1.731E1,5.582E0,5.018E0,2.657E1,9.223E-1,6.403E0,1.726E3,8.300E1,1.726E3,1.940E2,1.345E3,1.160E2,1.413E2,5.000E0,1.112E0,8.990E-1,8.627E-1
268,fields:fld0194,2.800E1,7.311E1,4.198E1,2.000E1,1.300E1,1.340E2,8.260E2,7.463E2,8.262E2,7.462E2,1.814E1,6.239E0,5.714E0,1.800E2,1.000E0,6.708E0,2.047E3,8.400E1,2.047E3,1.940E2,8.250E2,7.430E2,1.166E2,6.000E0,1.092E0,9.159E-1,9.032E-1
269,fields:fld0194,2.400E1,7.879E1,3.864E1,2.500E1,1.600E1,1.400E2,7.450E2,9.144E2,7.452E2,9.143E2,1.731E1,5.989E0,5.102E0,1.786E2,1.000E0,6.708E0,1.891E3,7.900E1,1.891E3,1.940E2,7.420E2,9.160E2,2.657E1,5.000E0,1.174E0,8.519E-1,8.889E-1
270,fields:fld0195,1.900E1,8.084E1,3.650E1,5.700E1,1.900E1,1.320E2,1.673E3,1.152E3,1.673E3,1.152E3,1.507E1,5.550E0,4.359E0,1.672E2,1.000E0,6.403E0,1.536E3,8.900E1,1.536E3,1.950E2,1.670E3,1.150E3,1.413E2,4.000E0,1.273E0,7.854E-1,9.744E-1
271,fields:fld0198,2.300E1,7.322E1,4.285E1,1.290E2,1.400E1,1.300E2,1.742E3,3.872E2,1.742E3,3.872E2,1.814E1,5.875E0,4.985E0,6.696E0,8.781E-1,6.708E0,1.684E3,6.600E1,1.684E3,1.980E2,1.739E3,3.860E2,1.534E2,5.000E0,1.179E0,8.484E-1,8.679E-1
272,fields:fld0199,2.100E1,7.843E1,4.014E1,1.500E1,1.500E1,1.360E2,1.447E3,1.063E3,1.447E3,1.063E3,1.673E1,6.099E0,4.384E0,1.444E2,9.431E-1,7.211E0,1.647E3,7.400E1,1.647E3,1.990E2,1.444E3,1.061E3,1.463E2,4.950E0,1.391E0,7.188E-1,8.571E-1
273,fields:fld0199,2.400E1,6.696E1,4.236E1,1.800E1,1.200E1,1.330E2,6.208E0,1.069E3,6.430E0,1.069E3,1.756E1,5.823E0,5.248E0,1.263E2,9.785E-1,6.708E0,1.607E3,6.500E1,1.607E3,1.990E2,3.000E0,1.068E3,1.534E2,5.657E0,1.110E0,9.012E-1,8.421E-1
274,fields:fld0203,2.400E1,8.879E1,3.616E1,9.600E1,1.200E1,1.330E2,7.852E2,8.415E2,7.855E2,8.415E2,1.731E1,5.735E0,5.329E0,0.000E0,1.000E0,6.403E0,2.131E3,9.600E1,2.131E3,2.030E2,7.830E2,8.390E2,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
275,fields:fld0204,2.500E1,7.536E1,4.192E1,3.100E1,1.200E1,1.350E2,1.627E3,5.490E2,1.627E3,5.492E2,1.814E1,6.001E0,5.305E0,4.411E1,9.545E-1,6.708E0,1.884E3,7.700E1,1.884E3,2.040E2,1.624E3,5.500E2,2.657E1,5.816E0,1.131E0,8.840E-1,8.475E-1
276,fields:fld0204,2.600E1,7.969E1,4.087E1,3.000E1,1.400E1,1.460E2,1.158E3,9.594E2,1.158E3,9.594E2,1.790E1,6.163E0,5.371E0,1.728E2,1.000E0,7.071E0,2.072E3,9.000E1,2.072E3,2.040E2,1.155E3,9.570E2,1.350E2,5.000E0,1.147E0,8.716E-1,9.286E-1
277,fields:fld0205,2.200E1,6.768E1,3.837E1,6.600E1,1.600E1,1.270E2,1.977E1,9.403E2,1.981E1,9.402E2,1.673E1,5.674E0,4.937E0,4.655E0,9.880E-1,6.403E0,1.489E3,6.600E1,1.489E3,2.050E2,1.700E1,9.420E2,3.866E1,5.000E0,1.149E0,8.701E-1,8.627E-1
278,fields:fld0206,2.300E1,7.322E1,3.597E1,1.020E2,1.500E1,1.340E2,1.371E3,1.364E3,1.371E3,1.364E3,1.731E1,5.580E0,5.248E0,3.110E1,9.642E-1,6.403E0,1.684E3,7.400E1,1.684E3,2.060E2,1.369E3,1.362E3,1.287E2,5.000E0,1.063E0,9.405E-1,8.679E-1
279,fields:fld0206,2.300E1,5.848E1,3.941E1,2.100E1,1.200E1,1.230E2,1.825E3,1.460E3,1.824E3,1.460E3,1.731E1,5.929E0,4.940E0,1.498E2,9.642E-1,7.211E0,1.345E3,3.800E1,1.345E3,2.060E2,1.822E3,1.458E3,1.463E2,5.000E0,1.200E0,8.332E-1,8.846E-1
280,fields:fld0206,1.900E1,6.047E1,3.731E1,1.300E1,1.300E1,1.180E2,1.771E3,1.504E3,1.772E3,1.504E3,1.531E1,5.702E0,4.243E0,1.457E2,1.000E0,6.403E0,1.149E3,5.200E1,1.149E3,2.060E2,1.770E3,1.501E3,1.287E2,4.921E0,1.344E0,7.441E-1,8.837E-1
281,fields:fld0207,2.400E1,7.512E1,4.103E1,1.060E2,2.000E1,1.300E2,1.130E3,1.868E2,1.131E3,1.868E2,1.731E1,5.735E0,5.329E0,9.000E1,1.000E0,6.403E0,1.803E3,8.500E1,1.803E3,2.070E2,1.129E3,1.840E2,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
282,fields:fld0207,2.500E1,8.248E1,4.010E1,2.600E1,1.900E1,1.320E2,1.109E3,5.407E2,1.109E3,5.409E2,1.814E1,5.861E0,5.431E0,1.719E2,9.545E-1,6.708E0,2.062E3,1.010E2,2.062E3,2.070E2,1.106E3,5.390E2,1.534E2,6.000E0,1.079E0,9.265E-1,8.475E-1
283,fields:fld0207,2.500E1,7.988E1,3.861E1,1.300E1,1.300E1,1.460E2,1.007E3,6.728E2,1.007E3,6.728E2,1.814E1,5.758E0,5.528E0,1.432E2,9.545E-1,6.708E0,1.997E3,8.300E1,1.997E3,2.070E2,1.004E3,6.710E2,1.534E2,6.000E0,1.042E0,9.600E-1,8.475E-1
284,fields:fld0207,7.700E1,7.779E1,4.257E1,1.250E2,4.000E0,1.500E2,5.416E2,1.483E3,5.418E2,1.483E3,4.228E1,1.048E1,9.355E0,1.000E2,5.412E-1,1.253E1,5.990E3,8.100E1,5.990E3,2.070E2,5.400E2,1.477E3,1.186E2,1.100E1,1.120E0,8.926E-1,7.817E-1
285,fields:fld0208,2.300E1,7.539E1,3.952E1,5.800E1,2.100E1,1.340E2,6.224E2,3.660E2,6.225E2,3.661E2,1.756E1,5.586E0,5.243E0,2.250E1,9.377E-1,6.708E0,1.734E3,7.400E1,1.734E3,2.080E2,6.190E2,3.670E2,2.657E1,5.816E0,1.065E0,9.386E-1,8.070E-1
286,fields:fld0208,5.300E1,8.100E1,4.056E1,2.800E1,1.200E1,1.350E2,6.071E2,6.097E2,6.072E2,6.096E2,3.687E1,1.251E1,5.394E0,9.294E1,4.899E-1,1.265E1,4.293E3,9.500E1,4.293E3,2.080E2,6.050E2,6.040E2,1.084E2,6.000E0,2.319E0,4.312E-1,7.737E-1
287,fields:fld0208,2.200E1,7.768E1,4.331E1,1.020E2,1.700E1,1.340E2,1.062E3,1.386E3,1.062E3,1.386E3,1.673E1,5.674E0,4.937E0,1.753E2,9.880E-1,6.403E0,1.709E3,1.020E2,1.709E3,2.080E2,1.060E3,1.384E3,1.413E2,5.000E0,1.149E0,8.701E-1,8.627E-1
288,fields:fld0209,2.200E1,6.705E1,4.090E1,1.900E1,1.700E1,1.330E2,3.993E2,2.644E2,3.994E2,2.646E2,1.649E1,5.469E0,5.122E0,3.369E1,1.000E0,6.403E0,1.475E3,6.400E1,1.475E3,2.090E2,3.970E2,2.620E2,1.413E2,5.000E0,1.068E0,9.366E-1,9.362E-1
289,fields:fld0209,2.500E1,6.840E1,4.225E1,2.000E1,1.300E1,1.320E2,1.878E3,5.225E2,1.878E3,5.229E2,1.814E1,6.261E0,5.084E0,1.342E1,9.545E-1,7.280E0,1.710E3,7.600E1,1.710E3,2.090E2,1.875E3,5.240E2,1.595E1,5.000E0,1.231E0,8.121E-1,8.475E-1
290,fields:fld0209,2.400E1,7.104E1,4.110E1,2.400E1,1.200E1,1.300E2,3.908E2,5.234E2,3.910E2,5.234E2,1.814E1,5.977E0,5.113E0,1.314E1,9.163E-1,6.708E0,1.705E3,8.200E1,1.705E3,2.090E2,3.880E2,5.220E2,1.534E2,5.000E0,1.169E0,8.554E-1,8.727E-1
291,fields:fld0210,2.300E1,6.717E1,3.784E1,1.400E1,1.400E1,1.300E2,7.647E2,1.624E2,7.648E2,1.626E2,1.673E1,5.757E0,5.087E0,2.070E1,1.000E0,6.403E0,1.545E3,6.400E1,1.545E3,2.100E2,7.620E2,1.640E2,3.866E1,5.000E0,1.132E0,8.836E-1,8.846E-1
292,fields:fld0210,2.200E1,8.350E1,3.284E1,5.900E1,1.900E1,1.310E2,1.365E3,4.794E2,1.365E3,4.795E2,1.590E1,5.554E0,5.043E0,1.350E2,1.000E0,6.403E0,1.837E3,8.500E1,1.837E3,2.100E2,1.363E3,4.770E2,1.287E2,5.000E0,1.101E0,9.079E-1,9.362E-1
293,fields:fld0210,2.300E1,7.578E1,4.077E1,2.500E1,1.800E1,1.430E2,3.855E2,6.567E2,3.855E2,6.569E2,1.649E1,5.433E0,5.390E0,0.000E0,1.000E0,6.403E0,1.743E3,9.000E1,1.743E3,2.100E2,3.840E2,6.540E2,1.287E2,5.000E0,1.008E0,9.920E-1,9.583E-1
294,fields:fld0210,2.100E1,8.357E1,3.852E1,1.190E2,1.700E1,1.320E2,1.297E3,1.418E3,1.297E3,1.419E3,1.673E1,5.315E0,5.030E0,1.727E2,9.431E-1,6.403E0,1.755E3,8.300E1,1.755E3,2.100E2,1.294E3,1.417E3,1.413E2,5.000E0,1.057E0,9.464E-1,8.400E-1
295,fields:fld0210,2.000E1,7.155E1,3.849E1,1.800E1,1.400E1,1.210E2,1.347E3,1.522E3,1.347E3,1.522E3,1.756E1,5.463E0,4.661E0,1.699E2,8.154E-1,6.403E0,1.431E3,8.600E1,1.431E3,2.100E2,1.344E3,1.520E3,1.413E2,5.000E0,1.172E0,8.533E-1,8.000E-1
296,fields:fld0211,2.300E1,7.296E1,3.280E1,7.900E1,2.200E1,1.300E2,6.763E2,1.318E3,6.765E2,1.318E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.678E3,7.200E1,1.678E3,2.110E2,6.740E2,1.316E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
297,fields:fld0212,2.000E1,8.050E1,3.636E1,1.090E2,2.200E1,1.290E2,1.905E2,7.780E2,1.907E2,7.780E2,1.566E1,5.642E0,4.514E0,0.000E0,1.000E0,6.403E0,1.610E3,8.800E1,1.610E3,2.120E2,1.880E2,7.760E2,1.413E2,4.000E0,1.250E0,8.000E-1,1.000E0
298,fields:fld0213,1.900E1,6.147E1,3.635E1,2.400E1,1.500E1,1.220E2,3.955E1,2.874E2,3.983E1,2.876E2,1.531E1,5.249E0,4.609E0,4.500E1,1.000E0,5.831E0,1.168E3,5.700E1,1.168E3,2.130E2,3.700E1,2.890E2,3.096E1,5.000E0,1.139E0,8.781E-1,8.636E-1
299,fields:fld0214,2.200E1,6.923E1,4.079E1,2.800E1,1.300E1,1.320E2,3.889E2,3.295E2,3.890E2,3.298E2,1.814E1,5.660E0,4.949E0,1.250E1,8.400E-1,6.708E0,1.523E3,6.200E1,1.523E3,2.140E2,3.860E2,3.310E2,2.657E1,5.000E0,1.144E0,8.742E-1,8.302E-1
300,fields:fld0218,2.200E1,6.714E1,3.750E1,2.400E1,1.700E1,1.320E2,1.943E3,9.066E2,1.943E3,9.066E2,1.731E1,5.769E0,4.855E0,1.475E2,9.223E-1,6.708E0,1.477E3,7.400E1,1.477E3,2.180E2,1.940E3,9.060E2,1.534E2,5.000E0,1.188E0,8.415E-1,8.800E-1
301,fields:fld0219,2.400E1,7.896E1,3.947E1,1.080E2,1.200E1,1.360E2,1.436E3,4.162E2,1.436E3,4.161E2,1.873E1,6.119E0,4.994E0,1.689E2,8.599E-1,7.211E0,1.895E3,9.500E1,1.895E3,2.190E2,1.433E3,4.140E2,1.463E2,5.000E0,1.225E0,8.162E-1,8.727E-1
302,fields:fld0219,2.300E1,7.470E1,4.589E1,1.500E1,1.300E1,1.450E2,1.642E3,6.096E2,1.642E3,6.096E2,1.731E1,5.753E0,5.090E0,1.493E1,9.642E-1,6.403E0,1.718E3,8.300E1,1.718E3,2.190E2,1.639E3,6.080E2,1.413E2,5.000E0,1.130E0,8.848E-1,8.679E-1
303,fields:fld0220,2.000E1,6.030E1,3.867E1,1.900E1,1.900E1,1.270E2,2.266E2,9.355E1,2.269E2,9.402E1,1.531E1,5.251E0,4.849E0,6.343E1,1.000E0,5.831E0,1.206E3,4.400E1,1.206E3,2.200E2,2.250E2,9.100E1,1.210E2,5.000E0,1.083E0,9.235E-1,8.889E-1
304,fields:fld0221,2.100E1,6.895E1,4.032E1,7.900E1,1.300E1,1.270E2,1.999E3,6.822E2,1.999E3,6.820E2,1.614E1,5.413E0,4.940E0,1.740E2,1.000E0,6.325E0,1.448E3,7.900E1,1.448E3,2.210E2,1.996E3,6.810E2,1.616E2,5.000E0,1.096E0,9.126E-1,8.571E-1
305,fields:fld0224,2.000E1,6.640E1,4.056E1,2.100E1,1.500E1,1.370E2,1.855E3,1.345E3,1.855E3,1.345E3,1.531E1,5.713E0,4.457E0,1.329E2,1.000E0,6.403E0,1.328E3,5.900E1,1.328E3,2.240E2,1.853E3,1.342E3,1.287E2,4.950E0,1.282E0,7.803E-1,9.091E-1
306,fields:fld0226,2.600E1,6.827E1,4.236E1,2.500E1,1.700E1,1.350E2,1.997E3,6.565E2,1.997E3,6.569E2,1.731E1,6.259E0,5.289E0,0.000E0,1.000E0,6.708E0,1.775E3,6.900E1,1.775E3,2.260E2,1.994E3,6.550E2,1.534E2,5.000E0,1.184E0,8.449E-1,9.286E-1
307,fields:fld0227,2.100E1,7.700E1,3.616E1,6.600E1,1.600E1,1.260E2,8.105E2,6.233E2,8.107E2,6.234E2,1.590E1,5.621E0,4.756E0,3.614E1,1.000E0,6.403E0,1.617E3,7.600E1,1.617E3,2.270E2,8.080E2,6.250E2,3.866E1,5.000E0,1.182E0,8.461E-1,9.130E-1
308,fields:fld0228,2.500E1,6.648E1,4.289E1,1.300E1,1.300E1,1.370E2,1.108E3,8.186E1,1.109E3,8.225E1,1.814E1,6.502E0,4.896E0,4.798E1,9.545E-1,7.211E0,1.662E3,7.700E1,1.662E3,2.280E2,1.105E3,8.300E1,3.369E1,5.657E0,1.328E0,7.530E-1,8.621E-1
309,fields:fld0228,3.600E1,6.408E1,3.738E1,1.700E1,1.200E1,1.140E2,1.866E3,9.994E2,1.866E3,9.995E2,2.238E1,7.429E0,6.170E0,1.563E2,9.028E-1,8.544E0,2.307E3,7.100E1,2.307E3,2.280E2,1.862E3,9.980E2,1.594E2,7.000E0,1.204E0,8.306E-1,8.372E-1
310,fields:fld0229,2.400E1,7.492E1,4.499E1,1.250E2,1.200E1,1.380E2,1.377E3,3.795E2,1.377E3,3.797E2,1.731E1,5.962E0,5.126E0,2.650E0,1.000E0,6.708E0,1.798E3,8.900E1,1.798E3,2.290E2,1.374E3,3.780E2,1.534E2,5.000E0,1.163E0,8.598E-1,8.889E-1
311,fields:fld0231,2.600E1,6.869E1,4.154E1,1.200E1,1.200E1,1.300E2,1.427E3,1.534E2,1.427E3,1.533E2,1.790E1,6.163E0,5.371E0,7.244E0,1.000E0,7.071E0,1.786E3,6.700E1,1.786E3,2.310E2,1.425E3,1.560E2,4.500E1,5.000E0,1.147E0,8.716E-1,9.286E-1
312,fields:fld0231,2.100E1,7.638E1,4.165E1,5.900E1,1.500E1,1.360E2,1.725E3,5.233E2,1.725E3,5.233E2,1.673E1,5.615E0,4.762E0,3.122E1,9.431E-1,6.708E0,1.604E3,6.200E1,1.604E3,2.310E2,1.722E3,5.250E2,2.657E1,5.000E0,1.179E0,8.482E-1,8.400E-1
313,fields:fld0234,2.200E1,7.177E1,4.001E1,2.000E1,1.300E1,1.380E2,6.855E2,2.043E2,6.856E2,2.044E2,1.731E1,5.740E0,4.880E0,8.724E0,9.223E-1,6.708E0,1.579E3,7.100E1,1.579E3,2.340E2,6.820E2,2.050E2,2.657E1,5.000E0,1.176E0,8.502E-1,8.800E-1
314,fields:fld0234,2.900E1,7.783E1,3.585E1,3.900E1,1.400E1,1.340E2,3.368E2,6.279E2,3.367E2,6.280E2,1.814E1,6.269E0,5.890E0,3.470E1,1.000E0,7.211E0,2.257E3,8.400E1,2.257E3,2.340E2,3.340E2,6.300E2,3.369E1,6.000E0,1.064E0,9.395E-1,9.062E-1
315,fields:fld0234,2.100E1,7.105E1,3.617E1,1.300E1,1.300E1,1.160E2,1.835E2,1.170E3,1.835E2,1.170E3,1.590E1,5.254E0,5.090E0,8.130E0,1.000E0,6.403E0,1.492E3,7.500E1,1.492E3,2.340E2,1.820E2,1.167E3,1.287E2,5.000E0,1.032E0,9.688E-1,9.130E-1
316,fields:fld0237,2.200E1,8.100E1,3.838E1,1.080E2,1.200E1,1.310E2,8.014E2,1.497E3,8.015E2,1.497E3,1.649E1,5.469E0,5.122E0,5.631E1,1.000E0,6.403E0,1.782E3,9.500E1,1.782E3,2.370E2,7.990E2,1.495E3,1.287E2,5.000E0,1.068E0,9.366E-1,9.362E-1
317,fields:fld0238,1.000E0,1.200E1,0.000E0,1.200E1,1.200E1,1.200E1,9.945E2,6.345E2,9.945E2,6.345E2,2.828E0,1.128E0,1.128E0,0.000E0,1.000E0,1.414E0,1.200E1,1.200E1,1.200E1,2.380E2,9.940E2,6.340E2,1.350E2,1.000E0,1.000E0,1.000E0,1.000E0
318,fields:fld0240,2.900E1,8.272E1,4.220E1,1.250E2,1.300E1,1.420E2,1.457E3,5.881E2,1.457E3,5.881E2,1.873E1,6.304E0,5.857E0,1.194E2,1.000E0,7.211E0,2.399E3,8.900E1,2.399E3,2.400E2,1.455E3,5.850E2,1.237E2,6.000E0,1.076E0,9.292E-1,9.062E-1
319,fields:fld0240,2.100E1,6.600E1,4.140E1,4.500E1,1.300E1,1.340E2,9.917E1,1.488E3,9.921E1,1.488E3,1.590E1,5.538E0,4.828E0,5.039E1,1.000E0,6.403E0,1.386E3,7.400E1,1.386E3,2.400E2,9.700E1,1.491E3,3.866E1,5.000E0,1.147E0,8.719E-1,9.333E-1
320,fields:fld0242,2.400E1,7.783E1,3.884E1,2.700E1,1.200E1,1.400E2,1.081E3,1.703E2,1.081E3,1.704E2,1.731E1,5.805E0,5.264E0,3.071E0,1.000E0,6.708E0,1.868E3,8.300E1,1.868E3,2.420E2,1.078E3,1.710E2,2.657E1,5.000E0,1.103E0,9.069E-1,9.057E-1
321,fields:fld0243,2.300E1,8.048E1,3.563E1,1.000E2,2.400E1,1.310E2,1.259E3,1.061E3,1.259E3,1.061E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.851E3,9.000E1,1.851E3,2.430E2,1.257E3,1.059E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
322,fields:fld0245,2.400E1,7.367E1,4.091E1,2.800E1,1.800E1,1.360E2,1.075E3,4.975E2,1.075E3,4.976E2,1.814E1,5.623E0,5.434E0,4.179E1,9.163E-1,6.708E0,1.768E3,8.300E1,1.768E3,2.450E2,1.074E3,4.940E2,1.166E2,6.000E0,1.035E0,9.664E-1,8.136E-1
323,fields:fld0245,4.700E1,4.879E1,2.263E1,7.500E1,1.300E1,8.300E1,1.971E2,1.365E3,1.968E2,1.365E3,2.838E1,1.152E1,5.194E0,1.632E2,7.331E-1,1.208E1,2.293E3,5.200E1,2.293E3,2.450E2,1.920E2,1.362E3,1.556E2,6.278E0,2.219E0,4.507E-1,8.034E-1
324,fields:fld0247,2.200E1,7.155E1,4.159E1,1.250E2,1.200E1,1.250E2,1.708E3,8.943E2,1.708E3,8.943E2,1.673E1,5.832E0,4.803E0,1.604E2,9.880E-1,6.708E0,1.574E3,8.700E1,1.574E3,2.470E2,1.705E3,8.930E2,1.534E2,5.000E0,1.214E0,8.237E-1,8.627E-1
325,fields:fld0247,2.200E1,6.914E1,3.937E1,2.900E1,1.200E1,1.200E2,1.630E3,1.230E3,1.630E3,1.230E3,1.956E1,5.733E0,4.886E0,1.562E2,7.229E-1,7.211E0,1.521E3,7.500E1,1.521E3,2.470E2,1.627E3,1.228E3,1.463E2,5.000E0,1.173E0,8.524E-1,8.302E-1
326,fields:fld0248,2.000E1,7.245E1,3.346E1,2.100E1,2.100E1,1.320E2,2.076E2,7.206E2,2.078E2,7.207E2,1.531E1,5.251E0,4.849E0,6.343E1,1.000E0,5.831E0,1.449E3,7.400E1,1.449E3,2.480E2,2.060E2,7.180E2,1.210E2,5.000E0,1.083E0,9.235E-1,8.889E-1
327,fields:fld0248,3.200E1,8.397E1,3.986E1,2.500E1,2.000E1,1.420E2,1.330E3,1.036E3,1.330E3,1.036E3,1.990E1,6.492E0,6.276E0,1.594E2,1.000E0,7.810E0,2.687E3,9.400E1,2.687E3,2.480E2,1.327E3,1.033E3,1.402E2,6.000E0,1.034E0,9.667E-1,9.412E-1
328,fields:fld0249,2.400E1,6.617E1,4.337E1,1.300E1,1.300E1,1.280E2,2.037E3,1.894E2,2.038E3,1.896E2,1.873E1,6.108E0,5.003E0,2.284E1,8.599E-1,7.280E0,1.588E3,7.200E1,1.588E3,2.490E2,2.034E3,1.880E2,1.641E2,5.000E0,1.221E0,8.190E-1,8.136E-1
329,fields:fld0249,2.300E1,6.700E1,3.946E1,1.400E1,1.400E1,1.290E2,9.033E1,6.265E2,9.040E1,6.266E2,1.649E1,5.433E0,5.390E0,9.000E1,1.000E0,6.403E0,1.541E3,6.600E1,1.541E3,2.490E2,8.800E1,6.240E2,1.287E2,5.000E0,1.008E0,9.920E-1,9.583E-1
