 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
172,fields:fld0123,2.400E1,8.362E1,3.959E1,1.160E2,1.600E1,1.410E2,1.542E3,7.093E2,1.542E3,7.094E2,1.731E1,5.805E0,5.264E0,1.769E2,1.000E0,6.708E0,2.007E3,9.400E1,2.007E3,1.230E2,1.539E3,7.070E2,1.534E2,5.000E0,1.103E0,9.069E-1,9.057E-1
173,fields:fld0124,2.300E1,7.587E1,3.973E1,9.300E1,1.400E1,1.460E2,1.126E3,1.221E3,1.126E3,1.221E3,1.697E1,5.622E0,5.209E0,1.013E2,1.000E0,6.325E0,1.745E3,7.400E1,1.745E3,1.240E2,1.125E3,1.218E3,1.084E2,5.657E0,1.079E0,9.265E-1,8.364E-1
174,fields:fld0125,2.900E1,5.748E1,4.568E1,1.800E1,1.600E1,1.410E2,2.010E3,3.429E2,2.009E3,3.432E2,1.956E1,6.680E0,5.527E0,2.431E1,9.529E-1,7.280E0,1.667E3,3.100E1,1.667E3,1.250E2,2.006E3,3.420E2,1.641E2,6.000E0,1.209E0,8.274E-1,8.406E-1
175,fields:fld0125,2.200E1,8.727E1,4.148E1,2.900E1,2.000E1,1.450E2,5.805E2,9.688E2,5.804E2,9.689E2,1.590E1,5.508E0,5.085E0,1.576E2,1.000E0,6.403E0,1.920E3,9.700E1,1.920E3,1.250E2,5.790E2,9.660E2,1.287E2,5.000E0,1.083E0,9.232E-1,9.362E-1
176,fields:fld0126,2.400E1,7.333E1,4.563E1,1.300E1,1.300E1,1.440E2,1.967E3,4.215E2,1.967E3,4.217E2,1.731E1,6.235E0,4.901E0,3.529E1,1.000E0,7.211E0,1.760E3,6.600E1,1.760E3,1.260E2,1.964E3,4.240E2,3.369E1,5.000E0,1.272E0,7.859E-1,9.057E-1
177,fields:fld0127,2.500E1,6.352E1,4.424E1,1.600E1,1.500E1,1.350E2,1.863E3,5.742E1,1.863E3,5.754E1,1.873E1,6.045E0,5.266E0,2.283E1,8.957E-1,7.211E0,1.588E3,4.500E1,1.588E3,1.270E2,1.860E3,5.900E1,3.369E1,5.000E0,1.148E0,8.711E-1,8.929E-1
178,fields:fld0127,2.100E1,7.295E1,4.739E1,2.600E1,1.200E1,1.380E2,1.441E3,1.393E3,1.441E3,1.393E3,1.756E1,6.124E0,4.366E0,1.537E2,8.562E-1,7.616E0,1.532E3,7.900E1,1.532E3,1.270E2,1.438E3,1.391E3,1.568E2,4.950E0,1.403E0,7.130E-1,8.077E-1
179,fields:fld0128,2.100E1,6.295E1,3.744E1,2.800E1,2.000E1,1.250E2,3.157E2,6.064E1,3.159E2,6.100E1,1.590E1,5.328E0,5.018E0,1.103E2,1.000E0,6.403E0,1.322E3,5.300E1,1.322E3,1.280E2,3.140E2,5.800E1,1.287E2,5.000E0,1.062E0,9.418E-1,9.130E-1
180,fields:fld0129,2.100E1,7.229E1,3.542E1,3.600E1,1.700E1,1.320E2,3.850E1,1.066E3,3.852E1,1.066E3,1.531E1,5.171E0,5.171E0,0.000E0,1.000E0,5.831E0,1.518E3,6.700E1,1.518E3,1.290E2,3.700E1,1.064E3,1.210E2,5.000E0,1.000E0,1.000E0,9.130E-1
181,fields:fld0130,5.900E1,7.561E1,4.360E1,2.000E1,1.200E1,1.440E2,1.438E3,3.813E2,1.438E3,3.815E2,3.263E1,1.236E1,6.079E0,1.270E2,6.965E-1,1.273E1,4.461E3,7.900E1,4.461E3,1.300E2,1.433E3,3.770E2,1.350E2,7.186E0,2.033E0,4.919E-1,7.763E-1
182,fields:fld0131,2.200E1,7.618E1,3.991E1,1.320E2,1.500E1,1.320E2,4.992E2,4.093E2,4.994E2,4.093E2,1.673E1,5.674E0,4.937E0,1.753E2,9.880E-1,6.403E0,1.676E3,8.000E1,1.676E3,1.310E2,4.970E2,4.070E2,1.413E2,5.000E0,1.149E0,8.701E-1,8.627E-1
183,fields:fld0131,2.700E1,7.474E1,4.015E1,2.200E1,1.600E1,1.410E2,1.395E3,4.448E2,1.395E3,4.449E2,1.814E1,6.033E0,5.699E0,5.648E1,1.000E0,6.708E0,2.018E3,8.200E1,2.018E3,1.310E2,1.393E3,4.420E2,1.166E2,6.000E0,1.059E0,9.446E-1,8.852E-1
184,fields:fld0131,2.400E1,6.788E1,4.136E1,2.500E1,1.500E1,1.350E2,1.996E3,8.029E2,1.996E3,8.030E2,1.697E1,5.889E0,5.189E0,3.488E1,1.000E0,6.708E0,1.629E3,7.100E1,1.629E3,1.310E2,1.993E3,8.040E2,2.657E1,5.657E0,1.135E0,8.812E-1,8.276E-1
185,fields:fld0132,2.600E1,7.138E1,4.235E1,1.200E1,1.200E1,1.370E2,4.936E2,1.080E2,4.939E2,1.081E2,1.790E1,6.342E0,5.220E0,1.117E2,1.000E0,7.211E0,1.856E3,8.200E1,1.856E3,1.320E2,4.920E2,1.050E2,1.237E2,5.000E0,1.215E0,8.231E-1,9.286E-1
186,fields:fld0132,2.400E1,6.633E1,3.651E1,1.800E1,1.400E1,1.300E2,1.032E3,2.910E2,1.032E3,2.912E2,1.731E1,5.989E0,5.102E0,9.140E1,1.000E0,6.708E0,1.592E3,7.000E1,1.592E3,1.320E2,1.031E3,2.940E2,6.343E1,5.000E0,1.174E0,8.519E-1,8.889E-1
187,fields:fld0133,2.300E1,7.961E1,3.870E1,1.900E1,1.900E1,1.390E2,7.179E2,2.209E2,7.181E2,2.210E2,1.897E1,5.670E0,5.165E0,9.745E1,8.031E-1,6.403E0,1.831E3,8.700E1,1.831E3,1.330E2,7.150E2,2.190E2,1.287E2,5.657E0,1.098E0,9.110E-1,8.070E-1
188,fields:fld0134,2.300E1,6.804E1,3.684E1,1.600E1,1.600E1,1.340E2,4.672E1,9.616E2,4.682E1,9.616E2,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.565E3,5.600E1,1.565E3,1.340E2,4.500E1,9.590E2,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
189,fields:fld0134,2.300E1,7.026E1,4.212E1,1.300E1,1.300E1,1.280E2,1.596E3,1.174E3,1.596E3,1.174E3,1.649E1,5.433E0,5.390E0,0.000E0,1.000E0,6.403E0,1.616E3,7.800E1,1.616E3,1.340E2,1.594E3,1.171E3,1.287E2,5.000E0,1.008E0,9.920E-1,9.583E-1
190,fields:fld0135,2.300E1,7.557E1,3.594E1,5.100E1,2.100E1,1.320E2,1.593E2,1.081E3,1.593E2,1.081E3,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.738E3,6.400E1,1.738E3,1.350E2,1.570E2,1.079E3,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
191,fields:fld0135,2.200E1,7.186E1,3.900E1,1.200E1,1.200E1,1.290E2,1.544E3,1.403E3,1.544E3,1.403E3,1.673E1,5.567E0,5.032E0,1.476E2,9.880E-1,6.403E0,1.581E3,6.600E1,1.581E3,1.350E2,1.542E3,1.400E3,1.287E2,5.000E0,1.106E0,9.038E-1,8.627E-1
192,fields:fld0136,2.200E1,7.673E1,4.020E1,1.500E1,1.500E1,1.340E2,6.264E2,4.636E2,6.266E2,4.636E2,1.590E1,5.554E0,5.043E0,4.500E1,1.000E0,6.403E0,1.688E3,8.200E1,1.688E3,1.360E2,6.240E2,4.660E2,3.866E1,5.000E0,1.101E0,9.079E-1,9.362E-1
193,fields:fld0136,2.500E1,7.324E1,4.433E1,1.800E1,1.500E1,1.440E2,3.691E2,5.535E2,3.692E2,5.538E2,1.731E1,6.042E0,5.268E0,1.087E1,1.000E0,6.708E0,1.831E3,6.100E1,1.831E3,1.360E2,3.660E2,5.550E2,2.657E1,5.000E0,1.147E0,8.720E-1,9.091E-1
194,fields:fld0136,1.800E1,8.056E1,3.821E1,1.120E2,1.600E1,1.270E2,1.798E3,1.050E3,1.798E3,1.050E3,1.449E1,5.349E0,4.285E0,0.000E0,1.000E0,5.831E0,1.450E3,9.400E1,1.450E3,1.360E2,1.796E3,1.049E3,1.490E2,4.000E0,1.248E0,8.011E-1,9.474E-1
195,fields:fld0139,2.000E1,6.435E1,3.423E1,2.500E1,2.300E1,1.220E2,4.356E2,9.955E1,4.359E2,9.984E1,1.531E1,5.251E0,4.849E0,6.343E1,1.000E0,5.831E0,1.287E3,6.200E1,1.287E3,1.390E2,4.340E2,9.700E1,1.210E2,5.000E0,1.083E0,9.235E-1,8.889E-1
196,fields:fld0139,2.400E1,5.988E1,4.012E1,2.000E1,1.300E1,1.230E2,2.042E3,1.304E3,2.042E3,1.303E3,1.814E1,6.619E0,4.617E0,1.758E2,9.163E-1,7.280E0,1.437E3,5.500E1,1.437E3,1.390E2,2.039E3,1.302E3,1.641E2,5.000E0,1.434E0,6.975E-1,8.421E-1
197,fields:fld0140,2.300E1,7.048E1,4.508E1,2.000E1,1.500E1,1.390E2,6.772E2,1.559E3,6.774E2,1.559E3,1.697E1,5.521E0,5.304E0,2.786E0,1.000E0,6.403E0,1.621E3,6.200E1,1.621E3,1.400E2,6.750E2,1.561E3,3.866E1,5.657E0,1.041E0,9.606E-1,8.214E-1
198,fields:fld0141,2.100E1,7.500E1,4.131E1,1.200E2,1.300E1,1.440E2,4.143E2,6.104E2,4.144E2,6.104E2,1.673E1,5.554E0,4.814E0,1.777E2,9.431E-1,6.708E0,1.575E3,6.400E1,1.575E3,1.410E2,4.110E2,6.090E2,1.534E2,5.000E0,1.154E0,8.667E-1,8.400E-1
199,fields:fld0142,2.200E1,7.691E1,4.336E1,1.800E1,1.600E1,1.410E2,5.394E2,5.600E2,5.394E2,5.601E2,1.614E1,5.691E0,4.922E0,5.719E1,1.000E0,6.403E0,1.692E3,8.600E1,1.692E3,1.420E2,5.370E2,5.620E2,3.866E1,5.000E0,1.156E0,8.649E-1,8.627E-1
200,fields:fld0143,2.300E1,6.774E1,4.108E1,3.300E1,1.200E1,1.380E2,1.811E3,4.852E2,1.811E3,4.852E2,1.673E1,5.993E0,4.886E0,1.347E1,1.000E0,6.708E0,1.558E3,5.600E1,1.558E3,1.430E2,1.808E3,4.860E2,2.657E1,5.000E0,1.227E0,8.152E-1,9.020E-1
201,fields:fld0143,2.200E1,7.341E1,3.890E1,3.100E1,2.100E1,1.290E2,6.046E2,6.594E2,6.047E2,6.593E2,1.673E1,5.717E0,4.899E0,3.089E1,9.880E-1,6.403E0,1.615E3,6.900E1,1.615E3,1.430E2,6.020E2,6.610E2,3.866E1,5.000E0,1.167E0,8.569E-1,8.462E-1
202,fields:fld0143,2.500E1,7.692E1,3.881E1,1.500E1,1.500E1,1.330E2,2.353E2,1.409E3,2.355E2,1.409E3,1.814E1,6.125E0,5.197E0,1.704E2,9.545E-1,7.280E0,1.923E3,8.000E1,1.923E3,1.430E2,2.320E2,1.408E3,1.641E2,5.000E0,1.179E0,8.484E-1,8.621E-1
203,fields:fld0144,2.200E1,7.086E1,3.974E1,4.600E1,1.300E1,1.370E2,2.265E2,2.977E2,2.266E2,2.978E2,1.673E1,5.700E0,4.914E0,1.753E2,9.880E-1,6.708E0,1.559E3,6.700E1,1.559E3,1.440E2,2.240E2,2.960E2,1.534E2,5.000E0,1.160E0,8.621E-1,8.627E-1
204,fields:fld0146,2.100E1,7.267E1,3.530E1,3.000E1,2.200E1,1.250E2,6.425E2,1.102E2,6.428E2,1.103E2,1.649E1,5.254E0,5.090E0,1.719E2,9.710E-1,6.403E0,1.526E3,7.700E1,1.526E3,1.460E2,6.400E2,1.080E2,1.413E2,5.000E0,1.032E0,9.688E-1,9.130E-1
205,fields:fld0146,2.200E1,5.691E1,3.888E1,1.190E2,1.200E1,1.190E2,3.800E1,2.257E2,3.824E1,2.260E2,1.614E1,5.832E0,4.803E0,1.964E1,1.000E0,6.708E0,1.252E3,4.600E1,1.252E3,1.460E2,3.500E1,2.270E2,2.657E1,5.000E0,1.214E0,8.237E-1,8.627E-1
206,fields:fld0146,2.600E1,7.758E1,4.422E1,2.100E1,2.000E1,1.460E2,5.626E2,1.155E3,5.626E2,1.155E3,1.873E1,6.353E0,5.211E0,1.600E2,9.315E-1,7.280E0,2.017E3,9.100E1,2.017E3,1.460E2,5.590E2,1.154E3,1.641E2,5.000E0,1.219E0,8.202E-1,8.667E-1
207,fields:fld0147,2.000E1,8.310E1,3.466E1,1.700E1,1.700E1,1.320E2,9.694E2,8.574E2,9.696E2,8.575E2,1.531E1,5.251E0,4.849E0,6.343E1,1.000E0,5.831E0,1.662E3,9.200E1,1.662E3,1.470E2,9.680E2,8.550E2,1.210E2,5.000E0,1.083E0,9.235E-1,8.889E-1
208,fields:fld0148,2.400E1,7.371E1,4.092E1,2.700E1,2.000E1,1.320E2,1.509E3,2.550E1,1.509E3,2.588E1,1.731E1,5.735E0,5.329E0,0.000E0,1.000E0,6.403E0,1.769E3,9.000E1,1.769E3,1.480E2,1.507E3,2.300E1,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
209,fields:fld0148,1.900E1,8.468E1,4.084E1,1.700E1,1.700E1,1.410E2,4.944E2,1.011E3,4.944E2,1.011E3,1.590E1,5.244E0,4.613E0,1.604E2,9.445E-1,6.403E0,1.609E3,9.000E1,1.609E3,1.480E2,4.930E2,1.008E3,1.287E2,5.000E0,1.137E0,8.798E-1,8.837E-1
210,fields:fld0150,1.800E1,5.956E1,4.055E1,2.400E1,1.600E1,1.250E2,1.486E2,1.594E1,1.489E2,1.624E1,1.673E1,5.094E0,4.499E0,1.672E2,8.083E-1,5.831E0,1.072E3,4.000E1,1.072E3,1.500E2,1.480E2,1.300E1,1.210E2,5.000E0,1.132E0,8.833E-1,8.571E-1
211,fields:fld0150,2.600E1,7.562E1,4.225E1,2.000E1,1.200E1,1.370E2,1.630E3,7.783E2,1.630E3,7.784E2,1.814E1,6.063E0,5.460E0,1.138E2,9.927E-1,7.211E0,1.966E3,7.900E1,1.966E3,1.500E2,1.628E3,7.750E2,1.237E2,6.000E0,1.111E0,9.004E-1,8.525E-1
212,fields:fld0150,2.000E1,7.625E1,4.549E1,9.900E1,1.300E1,1.360E2,1.179E3,1.346E3,1.179E3,1.345E3,1.614E1,5.582E0,4.562E0,0.000E0,9.645E-1,6.325E0,1.525E3,9.900E1,1.525E3,1.500E2,1.176E3,1.345E3,1.616E2,5.000E0,1.224E0,8.173E-1,8.333E-1
213,fields:fld0151,2.900E1,7.948E1,4.357E1,2.000E1,1.300E1,1.450E2,7.519E2,1.007E3,7.522E2,1.007E3,1.873E1,6.269E0,5.890E0,1.247E2,1.000E0,7.211E0,2.305E3,9.000E1,2.305E3,1.510E2,7.500E2,1.004E3,1.237E2,6.000E0,1.064E0,9.395E-1,9.062E-1
214,fields:fld0151,1.600E1,6.319E1,4.135E1,2.100E1,1.200E1,1.280E2,1.940E3,1.473E3,1.940E3,1.474E3,1.473E1,5.847E0,3.484E0,1.546E2,9.269E-1,6.708E0,1.011E3,5.500E1,1.011E3,1.510E2,1.937E3,1.472E3,1.534E2,4.000E0,1.678E0,5.958E-1,8.649E-1
215,fields:fld0152,2.400E1,5.817E1,4.004E1,1.800E1,1.300E1,1.250E2,1.951E3,9.716E2,1.951E3,9.715E2,1.673E1,6.111E0,5.001E0,1.604E2,1.000E0,6.708E0,1.396E3,4.200E1,1.396E3,1.520E2,1.948E3,9.700E2,1.534E2,5.000E0,1.222E0,8.184E-1,9.057E-1
216,fields:fld0153,2.200E1,7.955E1,4.176E1,2.700E1,1.700E1,1.390E2,3.324E2,7.406E2,3.325E2,7.407E2,1.590E1,5.554E0,5.043E0,4.500E1,1.000E0,6.403E0,1.750E3,7.500E1,1.750E3,1.530E2,3.300E2,7.430E2,3.866E1,5.000E0,1.101E0,9.079E-1,9.362E-1
217,fields:fld0153,1.900E1,7.258E1,3.962E1,1.210E2,1.300E1,1.230E2,1.999E3,1.404E3,1.999E3,1.404E3,1.731E1,6.136E0,3.942E0,1.577E2,7.965E-1,7.211E0,1.379E3,6.500E1,1.379E3,1.530E2,1.996E3,1.402E3,1.463E2,4.000E0,1.557E0,6.424E-1,8.837E-1
218,fields:fld0154,2.300E1,8.665E1,4.389E1,1.200E2,1.300E1,1.370E2,1.585E3,8.980E2,1.585E3,8.981E2,1.756E1,5.761E0,5.083E0,7.394E0,9.377E-1,6.708E0,1.993E3,9.900E1,1.993E3,1.540E2,1.582E3,9.000E2,2.657E1,5.816E0,1.134E0,8.822E-1,8.070E-1
219,fields:fld0155,2.200E1,6.236E1,4.117E1,7.400E1,1.200E1,1.280E2,5.404E2,3.964E1,5.406E2,4.002E1,1.673E1,5.717E0,4.899E0,3.089E1,9.880E-1,6.403E0,1.372E3,5.200E1,1.372E3,1.550E2,5.380E2,4.200E1,3.866E1,5.000E0,1.167E0,8.569E-1,8.462E-1
220,fields:fld0155,2.400E1,7.150E1,4.540E1,1.600E1,1.600E1,1.420E2,2.279E2,1.319E3,2.282E2,1.319E3,1.731E1,6.322E0,4.834E0,9.740E0,1.000E0,6.708E0,1.716E3,6.300E1,1.716E3,1.550E2,2.250E2,1.318E3,1.534E2,5.000E0,1.308E0,7.647E-1,8.889E-1
221,fields:fld0156,2.200E1,6.500E1,3.875E1,4.800E1,1.400E1,1.400E2,2.914E2,1.576E2,2.916E2,1.577E2,1.590E1,5.554E0,5.043E0,4.500E1,1.000E0,6.403E0,1.430E3,6.800E1,1.430E3,1.560E2,2.890E2,1.600E2,3.866E1,5.000E0,1.101E0,9.079E-1,9.362E-1
222,fields:fld0156,5.700E1,7.575E1,4.279E1,1.800E1,1.200E1,1.440E2,1.787E3,4.277E2,1.787E3,4.277E2,3.346E1,1.298E1,5.593E0,7.235E1,6.399E-1,1.300E1,4.318E3,7.100E1,4.318E3,1.560E2,1.785E3,4.340E2,6.738E1,6.594E0,2.320E0,4.310E-1,7.917E-1
223,fields:fld0157,2.400E1,6.479E1,4.158E1,1.800E1,1.700E1,1.350E2,1.891E3,8.067E1,1.891E3,8.070E1,1.814E1,6.122E0,4.991E0,6.683E1,9.163E-1,6.708E0,1.555E3,6.200E1,1.555E3,1.570E2,1.889E3,7.800E1,1.166E2,5.370E0,1.227E0,8.153E-1,8.421E-1
224,fields:fld0157,2.100E1,6.000E1,4.021E1,1.400E1,1.400E1,1.240E2,1.582E3,1.594E3,1.582E3,1.594E3,1.531E1,5.171E0,5.171E0,0.000E0,1.000E0,5.831E0,1.260E3,4.200E1,1.260E3,1.570E2,1.580E3,1.591E3,1.210E2,5.000E0,1.000E0,1.000E0,9.130E-1
225,fields:fld0159,2.300E1,7.396E1,3.737E1,1.150E2,1.800E1,1.410E2,1.437E2,8.216E2,1.439E2,8.217E2,1.673E1,5.757E0,5.087E0,1.593E2,1.000E0,6.403E0,1.701E3,7.600E1,1.701E3,1.590E2,1.420E2,8.190E2,1.287E2,5.000E0,1.132E0,8.836E-1,8.846E-1
226,fields:fld0159,3.400E1,7.679E1,3.779E1,2.200E1,1.200E1,1.290E2,1.028E3,8.842E2,1.029E3,8.841E2,2.156E1,6.808E0,6.358E0,1.093E2,9.195E-1,8.062E0,2.611E3,8.000E1,2.611E3,1.590E2,1.026E3,8.810E2,1.197E2,7.000E0,1.071E0,9.339E-1,8.500E-1
227,fields:fld0159,2.400E1,6.133E1,3.919E1,1.400E1,1.400E1,1.220E2,1.714E3,1.322E3,1.714E3,1.322E3,1.731E1,6.145E0,4.973E0,1.555E2,1.000E0,7.071E0,1.472E3,5.700E1,1.472E3,1.590E2,1.712E3,1.319E3,1.350E2,5.000E0,1.236E0,8.093E-1,9.057E-1
228,fields:fld0160,1.800E1,8.178E1,3.625E1,2.900E1,2.900E1,1.380E2,2.703E2,1.335E3,2.704E2,1.335E3,1.449E1,5.282E0,4.339E0,0.000E0,1.000E0,5.831E0,1.472E3,9.300E1,1.472E3,1.600E2,2.680E2,1.333E3,1.490E2,4.000E0,1.218E0,8.214E-1,9.474E-1
229,fields:fld0160,2.500E1,7.700E1,4.300E1,3.400E1,1.200E1,1.420E2,2.687E2,1.340E3,2.689E2,1.340E3,1.731E1,6.122E0,5.200E0,6.132E0,1.000E0,6.708E0,1.925E3,7.800E1,1.925E3,1.600E2,2.660E2,1.338E3,1.534E2,5.000E0,1.177E0,8.494E-1,9.259E-1
230,fields:fld0160,2.500E1,6.192E1,4.144E1,1.700E1,1.700E1,1.270E2,1.777E3,1.525E3,1.777E3,1.525E3,1.731E1,6.464E0,4.925E0,1.550E2,1.000E0,7.211E0,1.548E3,5.700E1,1.548E3,1.600E2,1.774E3,1.523E3,1.463E2,5.000E0,1.312E0,7.619E-1,9.259E-1
231,fields:fld0161,2.200E1,7.568E1,3.703E1,1.250E2,1.700E1,1.250E2,1.354E2,6.205E2,1.354E2,6.206E2,1.673E1,5.614E0,4.989E0,1.616E2,9.880E-1,6.708E0,1.665E3,8.400E1,1.665E3,1.610E2,1.320E2,6.190E2,1.534E2,5.000E0,1.125E0,8.886E-1,8.627E-1
232,fields:fld0162,2.400E1,7.121E1,4.012E1,8.700E1,1.200E1,1.350E2,4.317E2,6.254E2,4.318E2,6.255E2,1.731E1,5.805E0,5.264E0,9.307E1,1.000E0,6.708E0,1.709E3,6.800E1,1.709E3,1.620E2,4.310E2,6.220E2,1.166E2,5.000E0,1.103E0,9.069E-1,9.057E-1
233,fields:fld0162,2.200E1,8.741E1,4.022E1,3.900E1,2.300E1,1.400E2,1.087E3,1.032E3,1.088E3,1.032E3,1.590E1,5.554E0,5.043E0,1.350E2,1.000E0,6.403E0,1.923E3,9.400E1,1.923E3,1.620E2,1.085E3,1.030E3,1.287E2,5.000E0,1.101E0,9.079E-1,9.362E-1
234,fields:fld0164,2.300E1,6.530E1,3.293E1,1.300E1,1.300E1,1.210E2,7.930E2,3.766E2,7.930E2,3.768E2,1.731E1,6.149E0,4.762E0,1.696E1,9.642E-1,6.708E0,1.502E3,7.400E1,1.502E3,1.640E2,7.900E2,3.780E2,2.657E1,5.000E0,1.291E0,7.745E-1,8.679E-1
235,fields:fld0164,2.500E1,8.120E1,4.229E1,1.700E1,1.700E1,1.430E2,5.713E2,5.623E2,5.713E2,5.625E2,1.814E1,5.901E0,5.394E0,9.481E1,9.545E-1,6.708E0,2.030E3,8.600E1,2.030E3,1.640E2,5.700E2,5.590E2,1.166E2,6.000E0,1.094E0,9.140E-1,8.333E-1
236,fields:fld0165,2.500E1,6.680E1,4.606E1,1.400E1,1.400E1,1.370E2,1.883E3,6.795E2,1.883E3,6.797E2,1.731E1,6.042E0,5.268E0,1.691E2,1.000E0,6.708E0,1.670E3,5.300E1,1.670E3,1.650E2,1.880E3,6.780E2,1.534E2,5.000E0,1.147E0,8.720E-1,9.091E-1
237,fields:fld0166,2.300E1,8.091E1,4.550E1,1.030E2,1.200E1,1.390E2,6.873E2,9.388E2,6.874E2,9.389E2,1.673E1,5.801E0,5.048E0,1.790E2,1.000E0,6.708E0,1.861E3,9.500E1,1.861E3,1.660E2,6.840E2,9.400E2,2.657E1,5.000E0,1.149E0,8.701E-1,8.846E-1
238,fields:fld0167,2.600E1,6.827E1,4.362E1,1.600E1,1.200E1,1.420E2,1.851E3,4.163E2,1.851E3,4.166E2,1.790E1,6.366E0,5.200E0,1.765E2,1.000E0,7.211E0,1.775E3,7.600E1,1.775E3,1.670E2,1.848E3,4.140E2,1.463E2,5.000E0,1.224E0,8.169E-1,9.286E-1
239,fields:fld0167,2.100E1,7.900E1,3.851E1,6.300E1,2.000E1,1.380E2,2.033E2,8.424E2,2.033E2,8.425E2,1.673E1,5.315E0,5.030E0,1.727E2,9.431E-1,6.403E0,1.659E3,7.100E1,1.659E3,1.670E2,2.000E2,8.410E2,1.413E2,5.000E0,1.057E0,9.464E-1,8.400E-1
240,fields:fld0169,2.700E1,7.300E1,4.235E1,3.200E1,1.400E1,1.400E2,3.935E2,1.411E3,3.937E2,1.411E3,1.838E1,6.161E0,5.580E0,1.458E2,1.000E0,7.280E0,1.971E3,7.000E1,1.971E3,1.690E2,3.900E2,1.410E3,1.641E2,6.000E0,1.104E0,9.058E-1,8.308E-1
241,fields:fld0170,2.400E1,8.192E1,4.017E1,4.900E1,2.000E1,1.320E2,1.002E3,6.759E2,1.002E3,6.759E2,1.956E1,6.037E0,5.062E0,1.483E2,7.886E-1,7.211E0,1.966E3,9.600E1,1.966E3,1.700E2,9.990E2,6.740E2,1.463E2,5.657E0,1.193E0,8.384E-1,8.136E-1
242,fields:fld0170,2.400E1,7.496E1,4.355E1,1.070E2,1.200E1,1.350E2,1.856E3,6.752E2,1.856E3,6.752E2,1.814E1,6.262E0,4.880E0,1.285E1,9.163E-1,7.280E0,1.799E3,7.700E1,1.799E3,1.700E2,1.853E3,6.760E2,1.595E1,5.000E0,1.283E0,7.793E-1,8.421E-1
243,fields:fld0171,2.300E1,8.274E1,4.420E1,2.500E1,1.300E1,1.440E2,1.576E3,5.864E2,1.576E3,5.865E2,1.673E1,5.757E0,5.087E0,2.070E1,1.000E0,6.403E0,1.903E3,9.500E1,1.903E3,1.710E2,1.573E3,5.880E2,3.866E1,5.000E0,1.132E0,8.836E-1,8.846E-1
244,fields:fld0172,3.100E1,8.535E1,4.301E1,1.200E1,1.200E1,1.490E2,9.604E2,1.089E3,9.606E2,1.089E3,2.097E1,6.667E0,5.920E0,1.006E2,8.858E-1,7.616E0,2.646E3,8.700E1,2.646E3,1.720E2,9.580E2,1.086E3,1.132E2,6.642E0,1.126E0,8.880E-1,8.267E-1
245,fields:fld0173,2.400E1,7.167E1,4.297E1,2.400E1,1.600E1,1.390E2,1.423E3,2.005E2,1.423E3,2.008E2,1.731E1,6.080E0,5.026E0,3.084E1,1.000E0,7.071E0,1.720E3,7.300E1,1.720E3,1.730E2,1.421E3,2.030E2,4.500E1,5.000E0,1.210E0,8.266E-1,9.057E-1
246,fields:fld0173,2.400E1,7.950E1,4.283E1,1.180E2,1.300E1,1.370E2,1.392E3,6.362E2,1.393E3,6.361E2,1.673E1,5.735E0,5.329E0,9.000E1,1.000E0,6.403E0,1.908E3,9.600E1,1.908E3,1.730E2,1.390E3,6.340E2,1.287E2,5.000E0,1.076E0,9.292E-1,8.889E-1
247,fields:fld0174,8.000E0,8.012E1,4.590E1,1.200E1,1.200E1,1.350E2,1.152E3,1.139E3,1.152E3,1.139E3,1.049E1,3.797E0,2.682E0,7.018E0,9.144E-1,4.472E0,6.410E2,9.600E1,6.410E2,1.740E2,1.150E3,1.140E3,2.657E1,3.000E0,1.416E0,7.063E-1,8.000E-1
248,fields:fld0175,2.200E1,6.541E1,3.854E1,3.100E1,1.300E1,1.300E2,6.164E1,3.024E2,6.186E1,3.024E2,1.673E1,5.717E0,4.899E0,3.089E1,9.880E-1,6.403E0,1.439E3,5.900E1,1.439E3,1.750E2,5.900E1,3.040E2,3.866E1,5.000E0,1.167E0,8.569E-1,8.462E-1
249,fields:fld0175,2.100E1,7.033E1,4.251E1,8.800E1,1.500E1,1.330E2,1.966E3,1.104E3,1.966E3,1.104E3,1.731E1,5.962E0,4.485E0,1.601E2,8.803E-1,6.708E0,1.477E3,6.500E1,1.477E3,1.750E2,1.963E3,1.102E3,1.534E2,5.000E0,1.330E0,7.521E-1,8.750E-1
250,fields:fld0179,2.100E1,6.652E1,4.035E1,2.300E1,1.200E1,1.290E2,5.857E2,2.426E2,5.858E2,2.429E2,1.731E1,5.478E0,4.881E0,1.189E2,8.803E-1,6.403E0,1.397E3,5.900E1,1.397E3,1.790E2,5.840E2,2.400E2,1.287E2,5.000E0,1.122E0,8.911E-1,8.936E-1
